,low,medium,high,z
201,0.00028169429429002885,0.0,0.0,25.897999999999755
202,0.0002842918833237326,0.0,0.0,25.896999999999753
203,0.00028690008964019076,0.0,0.0,25.895999999999752
204,0.00028951890099550986,0.0,0.0,25.89499999999975
205,0.0002921483052158863,0.0,0.0,25.89399999999975
206,0.000294788290196947,0.0,0.0,25.89299999999975
207,0.00029743884390324993,0.0,0.0,25.891999999999747
208,0.000300099954367708,0.0,0.0,25.890999999999746
209,0.00030277160969101324,0.0,0.0,25.889999999999745
210,0.0003054537980411304,0.0,0.0,25.888999999999744
211,0.0003081465076527415,0.0,0.0,25.887999999999742
212,0.0003108497268267049,0.0,0.0,25.88699999999974
213,0.0003135634439295487,0.0,0.0,25.88599999999974
214,0.0003162876473929502,0.0,0.0,25.88499999999974
215,0.0003190223257132016,0.0,0.0,25.883999999999737
216,0.00032176746745072454,0.0,0.0,25.882999999999736
217,0.0003245230612295702,0.0,0.0,25.881999999999735
218,0.00032728909573691983,0.0,0.0,25.880999999999734
219,0.00033006555972258517,0.0,0.0,25.879999999999733
220,0.00033285244199853653,0.0,0.0,25.87899999999973
221,0.0003356497314384241,0.0,0.0,25.87799999999973
222,0.0003384574169771129,0.0,0.0,25.87699999999973
223,0.00034127548761019033,0.0,0.0,25.875999999999728
224,0.0003441039323935288,0.0,0.0,25.874999999999726
225,0.00034694274044282797,0.0,0.0,25.873999999999725
226,0.0003497919009331496,0.0,0.0,25.872999999999724
227,0.0003526514030984876,0.0,0.0,25.871999999999723
228,0.0003555212362313098,0.0,0.0,25.87099999999972
229,0.00035840138968213503,0.0,0.0,25.86999999999972
230,0.0003612918528591094,0.0,0.0,25.86899999999972
231,0.00036419261522754875,0.0,0.0,25.867999999999718
232,0.00036710366630954283,0.0,0.0,25.866999999999717
233,0.00037002499568353914,0.0,0.0,25.865999999999715
234,0.00037295659298391265,0.0,0.0,25.864999999999714
235,0.00037589844790057725,0.0,0.0,25.863999999999713
236,0.00037885055017856245,0.0,0.0,25.86299999999971
237,0.00038181288961762483,0.0,0.0,25.86199999999971
238,0.0003847854560718733,0.0,0.0,25.86099999999971
239,0.00038776823944933203,0.0,0.0,25.859999999999708
240,0.00039076122971158644,0.0,0.0,25.858999999999707
241,0.00039376441687340863,0.0,0.0,25.857999999999706
242,0.000396777791002334,0.0,0.0,25.856999999999704
243,0.00039980134221835606,0.0,0.0,25.855999999999703
244,0.0004028350606934822,0.0,0.0,25.854999999999702
245,0.0004058789366514354,0.0,0.0,25.8539999999997
246,0.0004089329603672309,0.0,0.0,25.8529999999997
247,0.00041199712216685724,0.0,0.0,25.8519999999997
248,0.0004150714124269081,0.0,0.0,25.850999999999697
249,0.0004181558215742287,0.0,0.0,25.849999999999696
250,0.0004212503400855827,0.0,0.0,25.848999999999695
251,0.0004243549584872913,0.0,0.0,25.847999999999693
252,0.00042746966735487946,0.0,0.0,25.846999999999692
253,0.0004305944573127843,0.0,0.0,25.84599999999969
254,0.0004337293190339875,0.0,0.0,25.84499999999969
255,0.00043687424323968216,0.0,0.0,25.84399999999969
256,0.00044002922069896755,0.0,0.0,25.842999999999687
257,0.000443194242228509,0.0,0.0,25.841999999999686
258,0.00044636929869220493,0.0,0.0,25.840999999999685
259,0.0004495543810009231,0.0,0.0,25.839999999999684
260,0.00045274948011212596,0.0,0.0,25.838999999999682
261,0.0004559545870295792,0.0,0.0,25.83799999999968
262,0.0004591696928030603,0.0,0.0,25.83699999999968
263,0.00046239478852805327,0.0,0.0,25.83599999999968
264,0.00046562986534540857,0.0,0.0,25.834999999999678
265,0.00046887491444109336,0.0,0.0,25.833999999999676
266,0.00047212992704586537,0.0,0.0,25.832999999999675
267,0.00047539489443499533,0.0,0.0,25.831999999999674
268,0.0004786698079279547,0.0,0.0,25.830999999999673
269,0.000481954658888159,0.0,0.0,25.82999999999967
270,0.00048524943872267634,0.0,0.0,25.82899999999967
271,0.0004885541388819081,0.0,0.0,25.82799999999967
272,0.0004918687508593672,0.0,0.0,25.826999999999668
273,0.0004951932661913586,0.0,0.0,25.825999999999667
274,0.0004985276764567156,0.0,0.0,25.824999999999665
275,0.0005018719732765506,0.0,0.0,25.823999999999664
276,0.0005052261483139697,0.0,0.0,25.822999999999663
277,0.000508590193273796,0.0,0.0,25.82199999999966
278,0.0005119640999023123,0.0,0.0,25.82099999999966
279,0.0005153478599870115,0.0,0.0,25.81999999999966
280,0.000518741465356333,0.0,0.0,25.818999999999658
281,0.0005221449078793988,0.0,0.0,25.817999999999657
282,0.0005255581794657779,0.0,0.0,25.816999999999656
283,0.0005289812720652015,0.0,0.0,25.815999999999654
284,0.0005324141776673619,0.0,0.0,25.814999999999653
285,0.000535856888301621,0.0,0.0,25.813999999999652
286,0.0005393093960367745,0.0,0.0,25.81299999999965
287,0.0005427716929808368,0.0,0.0,25.81199999999965
288,0.0005462437712807702,0.0,0.0,25.81099999999965
289,0.000549725623122263,0.0,0.0,25.809999999999647
290,0.0005532172407295005,0.0,0.0,25.808999999999646
291,0.0005567186163648943,0.0,0.0,25.807999999999645
292,0.0005602297423289021,0.0,0.0,25.806999999999643
293,0.0005637506109597568,0.0,0.0,25.805999999999642
294,0.0005672812146332862,0.0,0.0,25.80499999999964
295,0.0005708215457626148,0.0,0.0,25.80399999999964
296,0.000574371596797997,0.0,0.0,25.80299999999964
297,0.0005779313602266023,0.0,0.0,25.801999999999637
298,0.0005815008285722581,0.0,0.0,25.800999999999636
299,0.000585079994395242,0.0,0.0,25.799999999999635
300,0.0005886688502920873,0.0,0.0,25.798999999999634
301,0.0005922673888953608,0.0,0.0,25.797999999999632
302,0.0005958756028734205,0.0,0.0,25.79699999999963
303,0.0005994934849302622,0.0,0.0,25.79599999999963
304,0.0006031210278052493,0.0,0.0,25.79499999999963
305,0.0006067582242729672,0.0,0.0,25.793999999999627
306,0.0006104050671429731,0.0,0.0,25.792999999999626
307,0.0006140615492596022,0.0,0.0,25.791999999999625
308,0.0006177276635018006,0.0,0.0,25.790999999999624
309,0.0006214034027828691,0.0,0.0,25.789999999999623
310,0.0006250887600503172,0.0,0.0,25.78899999999962
311,0.000628783728285634,0.0,0.0,25.78799999999962
312,0.0006324883005041082,0.0,0.0,25.78699999999962
313,0.0006362024697546403,0.0,0.0,25.785999999999618
314,0.0006399262291195418,0.0,0.0,25.784999999999616
315,0.0006436595717143542,0.0,0.0,25.783999999999615
316,0.0006474024906876347,0.0,0.0,25.782999999999614
317,0.0006511549792208304,0.0,0.0,25.781999999999613
318,0.0006549170305280086,0.0,0.0,25.78099999999961
319,0.0006586886378557519,0.0,0.0,25.77999999999961
320,0.0006624697944829297,0.0,0.0,25.77899999999961
321,0.0006662604937205524,0.0,0.0,25.777999999999608
322,0.0006700607289115423,0.0,0.0,25.776999999999607
323,0.0006738704934306297,0.0,0.0,25.775999999999605
324,0.0006776897806841028,0.0,0.0,25.774999999999604
325,0.0006815185841096763,0.0,0.0,25.773999999999603
326,0.0006853568971763105,0.0,0.0,25.772999999999602
327,0.0006892047133840382,0.0,0.0,25.7719999999996
328,0.0006930620262638049,0.0,0.0,25.7709999999996
329,0.0006969288293772677,0.0,0.0,25.769999999999598
330,0.0007008051163166773,0.0,0.0,25.768999999999597
331,0.0007046908807046767,0.0,0.0,25.767999999999596
332,0.0007085861161941279,0.0,0.0,25.766999999999594
333,0.0007124908164679936,0.0,0.0,25.765999999999593
334,0.0007164049752391433,0.0,0.0,25.764999999999592
335,0.0007203285862501796,0.0,0.0,25.76399999999959
336,0.0007242616432733412,0.0,0.0,25.76299999999959
337,0.000728204140110239,0.0,0.0,25.76199999999959
338,0.0007321560705918148,0.0,0.0,25.760999999999587
339,0.0007361174285781188,0.0,0.0,25.759999999999586
340,0.0007400882079581506,0.0,0.0,25.758999999999585
341,0.0007440684026497474,0.0,0.0,25.757999999999583
342,0.0007480580065994044,0.0,0.0,25.756999999999582
343,0.0007520570137821356,0.0,0.0,25.75599999999958
344,0.0007560654182013002,0.0,0.0,25.75499999999958
345,0.0007600832138884919,0.0,0.0,25.75399999999958
346,0.0007641103949033654,0.0,0.0,25.752999999999577
347,0.0007681469553334902,0.0,0.0,25.751999999999576
348,0.0007721928892942334,0.0,0.0,25.750999999999575
349,0.0007762481909285857,0.0,0.0,25.749999999999574
350,0.0007803128544070087,0.0,0.0,25.748999999999572
351,0.0007843868739273521,0.0,0.0,25.74799999999957
352,0.0007884702437146382,0.0,0.0,25.74699999999957
353,0.0007925629580209995,0.0,0.0,25.74599999999957
354,0.0007966650111254567,0.0,0.0,25.744999999999568
355,0.0008007763973338633,0.0,0.0,25.743999999999566
356,0.0008048971109786973,0.0,0.0,25.742999999999565
357,0.0008090271464189919,0.0,0.0,25.741999999999564
358,0.0008131664980401479,0.0,0.0,25.740999999999563
359,0.00081731516025383,0.0,0.0,25.73999999999956
360,0.000821473127497814,0.0,0.0,25.73899999999956
361,0.0008256403942358964,0.0,0.0,25.73799999999956
362,0.0008298169549577142,0.0,0.0,25.736999999999558
363,0.0008340028041786476,0.0,0.0,25.735999999999557
364,0.0008381979364396677,0.0,0.0,25.734999999999555
365,0.0008424023463072458,0.0,0.0,25.733999999999554
366,0.0008466160283731872,0.0,0.0,25.732999999999553
367,0.0008508389772545269,0.0,0.0,25.73199999999955
368,0.0008550711875934119,0.0,0.0,25.73099999999955
369,0.0008593126540569554,0.0,0.0,25.72999999999955
370,0.0008635633713371324,0.0,0.0,25.728999999999548
371,0.0008678233341506483,0.0,0.0,25.727999999999547
372,0.0008720925372388347,0.0,0.0,25.726999999999546
373,0.0008763709753674895,0.0,0.0,25.725999999999544
374,0.0008806586433268218,0.0,0.0,25.724999999999543
375,0.0008849555359312575,0.0,0.0,25.723999999999542
376,0.0008892616480193904,0.0,0.0,25.72299999999954
377,0.0008935769744538233,0.0,0.0,25.72199999999954
378,0.0008979015101210769,0.0,0.0,25.72099999999954
379,0.0009022352499314448,0.0,0.0,25.719999999999537
380,0.0009065781888189031,0.0,0.0,25.718999999999536
381,0.00091093032174102,0.0,0.0,25.717999999999535
382,0.0009152916436787756,0.0,0.0,25.716999999999533
383,0.0009196621496364993,0.0,0.0,25.715999999999532
384,0.0009240418346417936,0.0,0.0,25.71499999999953
385,0.0009284306937453191,0.0,0.0,25.71399999999953
386,0.0009328287220207732,0.0,0.0,25.71299999999953
387,0.0009372359145647727,0.0,0.0,25.711999999999527
388,0.0009416522664967147,0.0,0.0,25.710999999999526
389,0.0009460777729586589,0.0,0.0,25.709999999999525
390,0.0009505124291152925,0.0,0.0,25.708999999999524
391,0.0009549562301537431,0.0,0.0,25.707999999999522
392,0.0009594091712835304,0.0,0.0,25.70699999999952
393,0.0009638712477364267,0.0,0.0,25.70599999999952
394,0.0009683424547663744,0.0,0.0,25.70499999999952
395,0.0009728227876493883,0.0,0.0,25.703999999999517
396,0.0009773122416834173,0.0,0.0,25.702999999999516
397,0.0009818108121882885,0.0,0.0,25.701999999999515
398,0.0009863184945055822,0.0,0.0,25.700999999999514
399,0.0009908352839985424,0.0,0.0,25.699999999999513
400,0.0009953611760519648,0.0,0.0,25.69899999999951
401,0.0009998961660721076,0.0,0.0,25.69799999999951
402,0.0010044402494865934,0.0,0.0,25.69699999999951
403,0.0010089934217443128,0.0,0.0,25.695999999999508
404,0.0010135556783153338,0.0,0.0,25.694999999999506
405,0.001018127014690784,0.0,0.0,25.693999999999505
406,0.001022707426382774,0.0,0.0,25.692999999999504
407,0.0010272969089243078,0.0,0.0,25.691999999999503
408,0.001031895457869171,0.0,0.0,25.6909999999995
409,0.0010365030687918553,0.0,0.0,25.6899999999995
410,0.0010411197372874603,0.0,0.0,25.6889999999995
411,0.0010457454589715767,0.0,0.0,25.687999999999498
412,0.001050380229480244,0.0,0.0,25.686999999999497
413,0.0010550240444698253,0.0,0.0,25.685999999999495
414,0.0010596768996169181,0.0,0.0,25.684999999999494
415,0.0010643387906182772,0.0,0.0,25.683999999999493
416,0.0010690097131907314,0.0,0.0,25.682999999999492
417,0.001073689663071066,0.0,0.0,25.68199999999949
418,0.001078378636015967,0.0,0.0,25.68099999999949
419,0.00108307662780191,0.0,0.0,25.679999999999488
420,0.0010877836342251049,0.0,0.0,25.678999999999487
421,0.001092499651101364,0.0,0.0,25.677999999999486
422,0.0010972246742660605,0.0,0.0,25.676999999999484
423,0.00110195869957401,0.0,0.0,25.675999999999483
424,0.0011067017228994225,0.0,0.0,25.674999999999482
425,0.0011114537401357705,0.0,0.0,25.67399999999948
426,0.001116214747195754,0.0,0.0,25.67299999999948
427,0.0011209847400112036,0.0,0.0,25.67199999999948
428,0.0011257637145329624,0.0,0.0,25.670999999999477
429,0.0011305516667308585,0.0,0.0,25.669999999999476
430,0.0011353485925935936,0.0,0.0,25.668999999999475
431,0.0011401544881286599,0.0,0.0,25.667999999999473
432,0.001144969349362271,0.0,0.0,25.666999999999472
433,0.0011497931723392918,0.0,0.0,25.66599999999947
434,0.0011546259531231284,0.0,0.0,25.66499999999947
435,0.0011594676877956789,0.0,0.0,25.66399999999947
436,0.00116431837245725,0.0,0.0,25.662999999999467
437,0.0011691780032264745,0.0,0.0,25.661999999999466
438,0.0011740465762402064,0.0,0.0,25.660999999999465
439,0.0011789240876535212,0.0,0.0,25.659999999999464
440,0.0011838105336395496,0.0,0.0,25.658999999999462
441,0.0011887059103894704,0.0,0.0,25.65799999999946
442,0.0011936102141123853,0.0,0.0,25.65699999999946
443,0.0011985234410352916,0.0,0.0,25.65599999999946
444,0.001203445587402964,0.0,0.0,25.654999999999458
445,0.001208376649477906,0.0,0.0,25.653999999999456
446,0.001213316623540281,0.0,0.0,25.652999999999455
447,0.0012182655058878347,0.0,0.0,25.651999999999454
448,0.0012232232928357858,0.0,0.0,25.650999999999453
449,0.0012281899807168178,0.0,0.0,25.64999999999945
450,0.0012331655658809754,0.0,0.0,25.64899999999945
451,0.001238150044695581,0.0,0.0,25.64799999999945
452,0.0012431434135451863,0.0,0.0,25.646999999999448
453,0.0012481456688314893,0.0,0.0,25.645999999999447
454,0.0012531568069732643,0.0,0.0,25.644999999999445
455,0.0012581768244063277,0.0,0.0,25.643999999999444
456,0.0012632057175833988,0.0,0.0,25.642999999999443
457,0.0012682434829741004,0.0,0.0,25.64199999999944
458,0.0012732901170648472,0.0,0.0,25.64099999999944
459,0.0012783456163587975,0.0,0.0,25.63999999999944
460,0.0012834099773757837,0.0,0.0,25.638999999999438
461,0.00128848319665225,0.0,0.0,25.637999999999437
462,0.001293565270741169,0.0,0.0,25.636999999999436
463,0.0012986561962119864,0.0,0.0,25.635999999999434
464,0.0013037559696505718,0.0,0.0,25.634999999999433
465,0.0013088645876591296,0.0,0.0,25.633999999999432
466,0.0013139820468561214,0.0,0.0,25.63299999999943
467,0.0013191083438762602,0.0,0.0,25.63199999999943
468,0.0013242434753703847,0.0,0.0,25.63099999999943
469,0.001329387438005425,0.0,0.0,25.629999999999427
470,0.0013345402284643398,0.0,0.0,25.628999999999426
471,0.0013397018434460409,0.0,0.0,25.627999999999425
472,0.0013448722796653434,0.0,0.0,25.626999999999423
473,0.0013500515338528973,0.0,0.0,25.625999999999422
474,0.0013552396027551247,0.0,0.0,25.62499999999942
475,0.0013604364831341642,0.0,0.0,25.62399999999942
476,0.0013656421717678016,0.0,0.0,25.62299999999942
477,0.0013708566654494353,0.0,0.0,25.621999999999417
478,0.001376079960987965,0.0,0.0,25.620999999999416
479,0.0013813120552077784,0.0,0.0,25.619999999999415
480,0.001386552944948674,0.0,0.0,25.618999999999414
481,0.0013918026270658065,0.0,0.0,25.617999999999412
482,0.0013970610984296167,0.0,0.0,25.61699999999941
483,0.0014023283559257832,0.0,0.0,25.61599999999941
484,0.001407604396455174,0.0,0.0,25.61499999999941
485,0.0014128892169337492,0.0,0.0,25.613999999999407
486,0.0014181828142925679,0.0,0.0,25.612999999999406
487,0.0014234851854776631,0.0,0.0,25.611999999999405
488,0.0014287963274500423,0.0,0.0,25.610999999999404
489,0.0014341162371855828,0.0,0.0,25.609999999999403
490,0.0014394449116750183,0.0,0.0,25.6089999999994
491,0.0014447823479238411,0.0,0.0,25.6079999999994
492,0.0014501285429522753,0.0,0.0,25.6069999999994
493,0.0014554834937952274,0.0,0.0,25.605999999999398
